created_at,default_profile,default_profile_image,favourites_count,followers_count,friends_count,geo_enabled,statuses_count,verified,average_tweets_per_day,popularity,favourites_rate,follower_rate,friend_rate,bot_or_not
21,1,0,0,22,28,0,4145,0,1.516,10.558,0.0,0.008,0.01,1
12,1,0,2894,75,109,0,3471,0,1.391,20.357,0.77,0.03,0.043,1
9,1,0,3488,13,41,0,3634,0,2.075,9.864,1.096,0.007,0.023,1
7,0,0,987,734,1024,1,2227,0,0.546,45.753,0.217,0.166,0.224,0
4,0,0,55896,104765,5386,0,5805,1,1.206,99.316,2.535,3.125,0.751,0
16,1,0,16,88,0,1,205,0,0.045,0.0,0.004,0.019,0.0,0
21,0,0,11605,3533,958,1,4898,0,1.284,56.096,1.397,0.655,0.224,0
14,0,0,9,1248,500,1,32661,1,7.261,44.325,0.002,0.245,0.105,0
8,1,0,341,9,0,0,66,0,0.07,0.0,0.309,0.009,0.0,1
19,0,0,12,158,0,0,208,0,0.052,0.0,0.003,0.039,0.0,0
21,0,0,11222,1386,643,0,2874,0,2.62,46.793,2.419,0.817,0.461,0
5,0,0,9217,123,364,0,6353,0,1.6,28.439,1.2,0.031,0.088,0
9,1,0,1705,67,164,0,3148,0,1.798,21.545,0.68,0.038,0.09,1
19,1,0,94,1,0,0,182,0,0.126,0.0,0.063,0.001,0.0,0
12,0,0,3230,1263,212,1,277464,0,105.419,38.291,0.801,0.392,0.077,1
18,1,0,3,123,1888,0,7,0,0.007,36.363,0.003,0.11,1.025,1
9,1,0,2090,20,207,0,2865,0,0.999,16.25,0.547,0.007,0.07,1
22,0,0,114240,992,1652,0,23941,0,4.794,51.137,3.173,0.181,0.286,0
1,0,0,35,168295,205972,1,7968,0,2.045,147.236,0.009,3.788,3.986,0
15,0,0,2843,13,0,0,3051,0,1.578,0.0,0.904,0.007,0.0,1
3,1,0,4,62,29,0,56,0,0.08,14.092,0.006,0.085,0.041,1
13,1,0,1464,30,0,0,1478,0,0.678,0.0,0.514,0.014,0.0,1
19,0,0,19813,7531,65,0,118,0,0.099,37.401,2.871,1.992,0.053,0
22,0,0,1,558390,19,1,155,1,0.068,39.642,0.0,5.507,0.008,0
18,0,0,1202,113,0,0,2112,0,0.51,0.0,0.255,0.027,0.0,0
11,1,1,16,4,0,0,19,0,0.008,0.0,0.006,0.002,0.0,1
19,0,0,1558,513,399,0,1402,0,0.454,37.4,0.408,0.154,0.121,0
14,1,0,1063,24,138,0,421,0,0.234,15.883,0.465,0.013,0.074,1
1,0,0,2545,1440,3318,0,2234,0,0.608,58.966,0.526,0.331,0.643,0
10,1,0,128,0,0,0,268,0,0.185,0.0,0.085,0.0,0.0,0
18,1,0,482,34,0,0,789,0,0.247,0.0,0.14,0.011,0.0,1
9,0,0,2183,167,681,1,3502,0,1.005,33.434,0.487,0.047,0.179,0
19,1,0,0,6430,0,0,485,0,0.407,0.0,0.0,1.855,0.0,1
17,1,0,0,15,1,0,6400,0,8.142,1.922,0.0,0.019,0.001,1
13,0,0,149,24943023,129,0,224681,1,46.355,82.904,0.03,8.546,0.026,1
14,1,0,27873,88649,2373,0,53628,0,18.943,88.546,2.384,3.475,0.609,1
8,0,0,169,433,24,0,38688,0,11.342,19.548,0.048,0.12,0.007,0
0,0,0,38,16530,217,1,4496,0,1.163,52.3,0.01,1.663,0.055,0
20,0,0,38408,1541,609,1,89606,0,21.634,47.08,2.33,0.316,0.137,0
21,0,0,27664,3235,1821,1,72563,0,17.368,60.678,2.031,0.573,0.362,0
1,1,0,1219,9,64,0,289,0,0.132,9.612,0.442,0.004,0.029,1
1,0,0,2272,88,0,0,3932,0,1.064,0.0,0.479,0.024,0.0,1
1,0,0,909,33,373,0,1376,0,0.491,20.891,0.281,0.012,0.125,0
5,1,0,171,0,0,0,36,0,0.037,0.0,0.164,0.0,0.0,1
17,0,0,3404,197,208,0,31589,0,9.838,28.252,0.723,0.06,0.063,1
18,1,0,1418,26,0,0,2157,0,0.666,0.0,0.363,0.008,0.0,1
4,0,0,911,1448230,219,1,8861,1,2.142,76.513,0.199,5.861,0.052,0
15,0,0,9691,773,746,0,23337,0,8.02,44.007,1.466,0.236,0.228,0
6,0,0,12142,248,434,0,8357,0,3.058,33.52,1.694,0.087,0.147,0
0,0,0,7689,370,410,1,3529,0,1.192,35.607,1.28,0.118,0.13,0
21,1,0,14060,59,84,1,4739,0,1.857,18.19,1.873,0.023,0.032,0
21,0,0,144,859212,1015,1,42040,1,10.897,94.603,0.037,5.41,0.234,0
18,0,0,85153,44136,974,0,30099,1,7.141,73.608,3.054,2.44,0.208,0
20,1,0,3216,42,0,0,2457,0,0.831,0.0,0.736,0.014,0.0,1
19,0,0,21641,864,1700,1,22193,0,5.26,50.308,1.813,0.186,0.339,0
3,0,0,13283,153015,1077,1,42164,1,11.628,83.363,1.54,3.766,0.26,0
19,0,0,2633,555,255,1,1846,0,0.425,35.05,0.474,0.12,0.057,0
2,0,0,666,454,838,1,2242,0,0.543,41.203,0.15,0.104,0.185,0
23,1,0,2326,20,323,1,3201,0,2.542,17.6,1.046,0.016,0.228,1
17,0,0,49200,2078345,2451,1,26505,1,7.121,113.535,2.655,6.327,0.506,0
1,1,0,29,24,16,0,177,0,0.137,9.12,0.022,0.018,0.012,1
18,0,0,431,2692769,160,0,1433,1,0.335,75.236,0.096,6.447,0.037,0
16,0,0,41295,266,199,0,7334,0,2.646,29.603,2.766,0.092,0.069,0
22,1,0,11189,754,1881,1,7748,0,2.497,49.966,1.527,0.218,0.474,0
22,0,0,0,150,6,0,15525,0,23.206,9.763,0.0,0.202,0.009,1
15,0,0,897,70,343,1,442,0,0.106,24.897,0.195,0.017,0.079,0
20,0,0,4085,285,903,1,3811,0,1.085,38.499,0.772,0.078,0.229,0
16,0,0,13281,978,876,1,59271,0,14.331,46.667,1.438,0.212,0.192,0
22,0,0,604,169,429,1,6765,0,1.579,31.142,0.132,0.039,0.095,0
15,1,0,48,7,0,0,15,0,0.007,0.0,0.022,0.003,0.0,1
1,0,0,6608,291,892,1,4722,0,1.14,38.571,0.954,0.068,0.195,0
16,1,0,44,10,54,0,15,0,0.005,9.609,0.015,0.003,0.018,0
6,0,0,3140,199,776,1,5976,0,1.481,35.263,0.576,0.048,0.176,0
4,1,0,361,11,0,0,74,0,0.025,0.0,0.116,0.004,0.0,1
20,0,0,2097,111,100,0,3883,0,1.105,21.776,0.468,0.031,0.028,1
18,0,0,68,279,0,0,12851,0,3.106,0.0,0.016,0.065,0.0,0
0,1,0,26,4,699,0,119,0,0.095,10.544,0.021,0.003,0.444,0
16,0,0,2215,890,158,1,43894,0,10.982,34.43,0.441,0.201,0.039,0
18,0,0,64400,544,1987,0,38681,0,9.303,47.854,2.803,0.123,0.391,0
12,1,0,2713,25195,30137,0,644,0,0.466,104.522,1.086,2.957,3.127,1
0,0,0,0,38,2,0,2387,0,4.42,4.025,0.0,0.068,0.004,1
1,0,0,22542,512,1435,1,6971,0,2.508,45.364,2.209,0.169,0.416,0
21,0,0,28337,4414,998,1,11646,1,5.248,57.967,2.623,1.095,0.371,0
20,0,0,11915,3160472,197,0,13172,1,4.708,79.145,1.66,7.03,0.068,0
23,0,0,8370,368,223,1,2351,0,0.783,31.987,1.332,0.116,0.072,0
14,1,0,219,35,0,0,677,0,0.281,0.0,0.087,0.014,0.0,1
0,1,0,107,0,0,0,156,0,0.143,0.0,0.094,0.0,0.0,0
5,1,0,2512,252,651,0,3470,0,1.305,35.857,0.665,0.091,0.219,0
4,0,0,2274,249,400,1,5430,0,1.408,33.095,0.464,0.063,0.099,1
0,0,0,6363,745,1372,0,7056,0,3.617,47.79,1.45,0.323,0.533,0
12,1,0,263,43,171,0,1238,0,1.399,19.479,0.26,0.047,0.177,1
14,0,0,1430,0,0,0,1429,0,0.485,0.0,0.396,0.0,0.0,1
12,1,0,6652,36,82,0,775,0,0.288,15.956,1.246,0.013,0.03,0
23,0,0,9246,890373,260,1,4277,1,1.529,76.231,1.46,5.766,0.089,0
14,1,0,345,0,18,0,344,0,0.244,0.0,0.219,0.0,0.013,1
16,0,0,377,199,477,0,541,0,0.178,32.689,0.117,0.064,0.146,0
15,0,0,13570,838,2683,0,25817,0,6.744,53.151,1.514,0.198,0.531,0
1,1,0,18487,709,1240,1,8728,0,4.214,46.769,2.295,0.294,0.469,0
22,1,0,18101,24460,2965,1,32592,1,16.223,80.788,2.304,2.578,0.907,0
17,0,0,0,29217,14334,0,7646,0,2.324,98.409,0.0,2.291,1.678,1
18,0,0,2687,271,576,1,1563,0,0.521,35.641,0.64,0.087,0.176,0
1,0,0,10550,1224356,1238,1,36047,1,8.609,99.837,1.258,5.682,0.259,0
0,0,0,7879,9302,495,1,55939,0,13.431,56.716,1.062,1.174,0.112,0
21,1,0,199,73,713,1,107,0,0.035,28.282,0.063,0.024,0.21,1
15,1,0,45206,573,358,1,19079,0,5.132,37.375,2.577,0.143,0.092,0
21,1,0,2510,35,34,1,3785,0,1.531,12.741,0.701,0.014,0.014,1
14,0,0,5156,236357,842,0,33458,1,8.221,83.357,0.818,4.079,0.188,0
13,0,0,1264,15,0,0,1848,0,0.42,0.0,0.253,0.003,0.0,1
16,0,0,610,836,850,0,1368,0,0.476,45.402,0.192,0.255,0.259,1
2,1,0,45362,1284,3153,0,69003,0,46.002,57.672,3.442,0.618,1.132,0
15,1,0,103,0,0,0,220,0,0.152,0.0,0.069,0.0,0.0,0
12,0,0,51056,228,105,1,3219,0,1.066,25.34,2.885,0.073,0.034,0
17,0,0,5960,110,100,1,19641,0,4.809,21.735,0.9,0.027,0.024,0
19,1,0,820,19,0,0,1161,0,0.872,0.0,0.48,0.014,0.0,1
22,0,0,10062,123,324,1,1811,0,0.857,27.88,1.751,0.057,0.143,0
15,1,0,671,8,203,0,70,0,0.065,11.685,0.486,0.007,0.174,0
10,1,0,16037,654,1373,1,3603,0,0.993,46.855,1.69,0.166,0.321,0
2,1,0,2560,98,198,0,4962,0,1.187,24.323,0.478,0.023,0.046,0
16,0,0,2073,71,94,1,5477,0,1.405,19.475,0.426,0.018,0.024,0
20,0,0,2406,38,308,1,2369,0,0.997,21.004,0.699,0.016,0.122,0
18,0,0,2,874,184,0,5412,0,1.638,35.364,0.001,0.235,0.054,1
10,1,0,27468,3790519,128,1,5033,0,1.958,73.617,2.459,7.297,0.049,0
4,0,0,1929,215,257,1,12393,0,3.299,29.849,0.414,0.056,0.066,0
13,0,0,807,3530645,714,1,216314,1,44.227,99.09,0.153,6.583,0.136,1
2,0,0,91211,465,642,1,60899,0,22.826,39.729,3.561,0.161,0.216,0
15,0,0,10330,393,874,1,5470,0,1.607,40.485,1.395,0.109,0.229,0
19,1,1,10,3,24,0,15,0,0.007,4.462,0.005,0.001,0.011,0
13,0,0,7,32,0,1,220,0,0.078,0.0,0.002,0.011,0.0,0
1,1,0,348,39,324,1,981,0,0.209,21.336,0.071,0.008,0.067,0
7,1,0,10249,456,393,1,10321,0,3.806,36.603,1.564,0.155,0.135,0
4,0,0,82,29,0,1,561,0,0.177,0.0,0.026,0.009,0.0,0
17,0,0,7551,13,49,0,453,0,0.474,10.324,2.187,0.014,0.05,0
13,1,0,20814,132,1275,1,6082,0,2.727,34.973,2.335,0.058,0.452,0
14,0,0,216,836907,98,0,589,1,0.185,62.666,0.066,5.575,0.03,0
6,1,0,21053,588,1500,1,41582,0,11.047,46.651,1.886,0.145,0.335,0
18,0,0,540,11069,9797,1,23874,0,5.732,85.577,0.122,1.297,1.21,0
23,0,0,629,199697,293,1,11750,0,2.943,69.366,0.146,3.932,0.071,0
14,0,0,25211,2553,219,0,39308,0,9.739,42.315,1.981,0.49,0.053,0
15,0,0,166,1684767,537,1,583346,1,139.858,90.15,0.039,6.004,0.121,0
14,0,0,12040,4106762,254,1,14197,1,3.662,84.383,1.412,6.966,0.063,0
17,0,0,71759,631831,12438,1,59019,1,15.823,125.932,3.008,5.138,1.467,0
5,1,0,1197,34,428,0,579,0,0.465,21.551,0.674,0.027,0.295,1
17,0,0,419,230,305,0,37,0,0.022,31.15,0.224,0.129,0.168,1
16,1,0,139,0,0,0,270,0,0.187,0.0,0.092,0.0,0.0,0
19,1,1,34,4,533,0,20,0,0.007,10.108,0.011,0.001,0.161,1
23,0,0,325,945924,142,1,7436,1,1.929,68.288,0.081,5.507,0.036,0
22,0,0,19710,281,251,1,6524,0,2.582,31.197,2.175,0.105,0.095,0
16,1,0,1173,108,553,1,1505,0,0.383,29.636,0.261,0.027,0.132,1
12,0,0,2050,384,269,0,30399,0,8.002,33.329,0.432,0.096,0.068,1
4,0,0,1,87866,1135,1,1626,0,0.511,80.087,0.0,3.353,0.305,0
6,1,0,1182,49,244,0,1765,0,0.741,21.521,0.403,0.02,0.097,1
15,0,0,42244,96,451,0,63219,0,19.962,27.968,2.663,0.03,0.133,0
16,1,0,1850,15,81,0,12472,0,3.933,12.218,0.46,0.005,0.025,0
18,0,0,1456,998,637,1,1101,1,0.669,44.606,0.634,0.474,0.327,0
11,0,0,1270,97347,280,0,16468,1,4.473,64.762,0.296,3.312,0.073,0
2,0,0,4446,522,857,1,32149,0,7.697,42.281,0.725,0.118,0.187,0
18,1,0,11741,1044,2097,0,9011,0,5.784,53.172,2.144,0.513,0.853,0
22,0,0,245,52078,400,1,3190,0,0.764,65.098,0.057,2.601,0.092,0
3,0,0,5239,6472,639,1,5660,0,1.358,56.702,0.814,0.937,0.143,0
11,1,0,86,3,0,0,19,0,0.006,0.0,0.025,0.001,0.0,1
16,1,0,7,3,0,0,242,0,0.103,0.0,0.003,0.001,0.0,0
21,1,0,218,322,305,1,33448,0,10.679,33.069,0.067,0.098,0.093,0
20,1,0,1663,10,0,0,2340,0,0.833,0.0,0.465,0.004,0.0,1
6,0,0,984,35,63,0,1384,0,0.447,14.903,0.276,0.011,0.02,1
6,1,0,79,0,0,0,555,0,0.481,0.0,0.066,0.0,0.0,1
2,0,0,135110,987,889,1,58241,0,13.349,46.83,3.465,0.204,0.185,0
20,1,0,17788,1372,858,1,17701,0,14.825,48.809,2.766,0.765,0.542,0
15,0,0,13530,37411,4024,1,11941,1,2.838,87.4,1.439,2.292,0.671,0
10,1,0,44798,403,300,0,11006,0,3.229,34.251,2.649,0.112,0.084,0
4,0,0,49,38,266,1,472,0,0.13,20.469,0.013,0.01,0.071,0
4,0,0,749,332,288,1,3268,0,1.043,32.911,0.214,0.101,0.088,1
14,0,0,4994,20954,3621,1,11665,1,3.813,81.539,0.968,2.061,0.781,0
11,0,0,4151,1273874,245,1,8316,1,2.131,77.392,0.725,5.791,0.061,0
15,0,0,1256,49,56,0,2084,0,0.667,15.817,0.338,0.016,0.018,1
1,0,0,154519,10592,810,1,82697,1,18.68,62.079,3.581,1.222,0.168,0
7,0,0,1714,10867390,327,1,11198,1,2.74,93.854,0.35,7.886,0.077,0
21,1,0,8658,274,98,1,9967,0,6.07,25.81,1.836,0.154,0.058,0
5,0,0,333,100235,315,0,47088,1,20.975,66.279,0.138,3.821,0.131,0
2,0,0,38221,1937,1020,1,48267,0,11.539,52.445,2.316,0.381,0.218,0
8,1,0,2192,4,116,0,2197,0,0.764,7.664,0.567,0.001,0.04,1
2,1,0,4586,957,573,0,15406,0,8.314,43.61,1.246,0.416,0.269,0
14,0,0,32968,1372,2543,1,17803,0,5.221,56.653,2.367,0.338,0.557,0
23,0,0,27,90,81,0,7669,0,13.384,19.878,0.046,0.146,0.132,1
19,0,0,2221,26,190,0,3120,0,0.838,17.311,0.468,0.007,0.05,1
13,0,0,0,26,0,0,2803,0,1.406,0.0,0.0,0.013,0.0,1
1,0,0,2460,21,0,0,3425,0,0.933,0.0,0.513,0.006,0.0,1
19,0,0,15029,1554644,800,1,26158,1,6.459,95.319,1.55,5.953,0.18,0
2,0,0,536,3630429,71,0,1801,1,0.443,64.598,0.124,6.796,0.017,0
14,0,0,135,23,38,1,209,0,0.055,11.643,0.035,0.006,0.01,1
15,0,1,198,17,211,1,51,0,0.015,15.483,0.056,0.005,0.059,1
7,1,0,7263,57,0,0,7349,0,3.812,0.0,1.562,0.029,0.0,1
19,0,0,4908,2003,384,0,1142,0,1.169,45.262,1.796,1.115,0.331,0
11,1,0,346,0,21,0,346,0,0.245,0.0,0.219,0.0,0.015,1
19,0,0,1210,403,244,0,3410,0,1.016,33.015,0.308,0.113,0.07,0
1,0,0,2434,8,0,0,3490,0,0.86,0.0,0.47,0.002,0.0,1
21,1,0,39,17,16,0,351,0,0.274,8.189,0.03,0.013,0.012,1
0,0,0,990,11,0,0,1973,0,0.47,0.0,0.212,0.003,0.0,0
11,0,0,9314,113448,97770,0,264886,0,70.02,133.738,1.242,3.434,3.29,1
4,0,0,14811,926,522,1,43864,0,16.609,42.765,1.888,0.301,0.18,0
2,1,0,28,697,1198,0,378,0,0.402,46.422,0.029,0.554,0.821,0
22,1,0,78,14,0,0,110,0,0.03,0.0,0.021,0.004,0.0,1
6,1,0,2192,1,43,0,2192,0,0.762,2.623,0.567,0.0,0.015,1
13,1,0,1522,3,0,0,2075,0,0.605,0.0,0.367,0.001,0.0,1
8,0,0,819,921,1975,1,20434,0,6.065,51.805,0.218,0.242,0.461,0
8,0,0,77726,245296,196248,0,36618,0,8.439,151.245,2.94,4.052,3.834,0
7,1,0,162,5,147,1,83,0,0.053,8.954,0.099,0.003,0.09,1
4,0,0,83,35201,878,0,11494,0,2.83,70.966,0.02,2.269,0.196,0
15,0,0,1967,1252953,432,1,233278,0,58.044,85.239,0.398,5.745,0.102,1
14,0,0,1984,11997,1962,1,28536,1,6.514,71.216,0.374,1.319,0.37,0
20,0,0,9748,575,329,1,36471,0,12.198,36.86,1.449,0.176,0.104,0
9,0,0,296,38,366,0,48,0,0.019,21.635,0.109,0.015,0.133,1
23,1,0,19438,182,163,1,12862,0,5.905,26.568,2.295,0.08,0.072,0
4,0,0,1961,1371,1022,1,3309,0,0.882,50.066,0.421,0.312,0.241,0
15,0,0,18730,92927,8853,1,14636,1,3.537,103.97,1.71,3.155,1.144,0
7,0,0,668,46,246,1,1095,0,0.535,21.212,0.283,0.022,0.114,0
21,0,0,76,50758,68,0,1549,0,0.386,45.876,0.019,2.613,0.017,0
18,0,0,6013,2006,771,1,4108,0,1.478,50.562,1.152,0.543,0.245,0
0,0,0,1633,31209,8874,1,14602,1,3.711,94.078,0.347,2.19,1.18,0
15,0,0,2277,6,40,0,3230,0,0.998,7.226,0.533,0.002,0.012,1
18,1,0,1875,73,115,0,2603,0,1.034,20.46,0.557,0.029,0.045,1
15,0,0,759,767960,915,0,29032,0,7.062,92.421,0.169,5.235,0.201,0
10,1,0,88,1,4,0,16,0,0.006,1.116,0.033,0.0,0.002,1
21,1,0,18552,730,1108,1,47292,0,16.77,46.235,2.025,0.23,0.331,1
22,0,0,34114,261,178,1,12519,0,4.94,28.885,2.672,0.098,0.068,0
20,1,0,149,0,0,0,282,0,0.252,0.0,0.125,0.0,0.0,0
2,0,0,8942,1898,807,1,10848,1,2.601,50.538,1.146,0.375,0.177,0
1,0,0,4285,337819,770,1,16657,1,4.358,84.627,0.752,4.493,0.184,0
19,0,0,252,4934704,811,1,29737,1,7.375,103.251,0.061,7.111,0.183,0
20,0,0,1817,18,32,1,2579,0,0.623,10.295,0.364,0.004,0.008,1
15,1,0,16088,8587,1553,0,8769,1,2.099,66.564,1.579,1.117,0.316,0
0,1,0,3471,467,313,1,877,0,0.787,35.35,1.414,0.35,0.247,0
12,1,0,2352,53,52,1,3219,0,0.828,15.837,0.473,0.014,0.013,1
22,1,1,839929,10,1,0,991927,0,669.768,1.662,6.342,0.007,0.001,1
3,0,0,14049,169453,2676,1,29616,1,7.08,95.028,1.472,3.726,0.495,0
0,0,0,3456,825,1920,1,4693,0,1.202,50.781,0.634,0.192,0.4,0
14,1,0,265,26,195,0,120,0,0.125,17.396,0.244,0.027,0.185,1
6,1,0,1332,6,32,0,1333,0,0.911,6.804,0.647,0.004,0.022,1
12,1,0,0,196,137,0,4048,0,1.658,26.032,0.0,0.077,0.055,1
19,1,0,266,259,1036,0,1222,0,0.583,38.614,0.119,0.117,0.402,0
14,0,0,9364,491,1271,1,7496,0,1.736,44.309,1.153,0.108,0.258,0
19,1,0,1143,248,247,0,3033,0,1.438,30.42,0.433,0.111,0.111,1
9,0,0,4722,87643,87030,0,64871,0,22.493,129.448,0.97,3.446,3.44,1
15,1,1,32,1,0,0,169,0,0.046,0.0,0.009,0.0,0.0,0
2,0,0,4810,113,205,0,5800,0,2.261,25.234,1.056,0.043,0.077,0
2,0,0,25792,456498,729,0,445,1,0.13,85.916,2.143,4.899,0.193,0
14,0,0,0,12740,0,0,43669,0,23.093,0.0,0.0,2.046,0.0,1
3,1,0,461,8,100,0,653,0,0.201,10.14,0.132,0.002,0.03,1
17,0,0,2508,11,472,0,3508,0,1.131,15.305,0.593,0.004,0.142,1
12,0,0,60189,1046634,440,0,19166,0,6.336,84.401,3.04,5.849,0.136,0
21,0,0,28095,1085368,1198,1,31759,1,7.609,98.522,2.045,5.565,0.252,0
17,0,0,1037,108,0,0,925,0,0.407,0.0,0.376,0.046,0.0,0
3,0,0,2486,227,474,1,23133,0,6.742,33.463,0.545,0.064,0.129,1
1,1,0,62613,239,217,0,23138,0,14.681,29.51,3.707,0.141,0.129,0
14,0,0,6241,101730,3703,1,46787,1,12.171,94.745,0.965,3.313,0.675,0
15,1,0,37,119,1068,1,1749,0,0.54,33.39,0.011,0.036,0.285,0
23,1,0,137,0,0,0,268,0,0.236,0.0,0.114,0.0,0.0,0
15,1,0,217,14,188,1,334,0,0.104,14.195,0.065,0.004,0.057,0
21,0,0,19279,80,283,1,5434,0,2.062,24.824,2.118,0.03,0.102,0
10,1,0,38,0,0,0,172,0,0.149,0.0,0.032,0.0,0.0,1
18,0,0,4987,197531,3047,1,132290,1,29.715,97.82,0.751,3.815,0.521,0
3,1,0,23445,548,2069,1,8183,0,2.581,48.164,2.128,0.159,0.502,0
20,0,0,13132,256977,264478,1,4997,0,1.234,155.529,1.445,4.166,4.194,0
11,1,0,1124,6,230,0,1572,0,0.773,10.59,0.44,0.003,0.107,1
18,0,0,18133,354,1501,0,15136,0,4.256,42.952,1.808,0.095,0.352,0
3,0,0,10536,4102,1091,1,6810,1,4.561,58.201,2.087,1.321,0.549,0
4,0,0,9161,819,3066,1,12067,0,2.908,53.865,1.165,0.18,0.553,0
21,0,0,51185,9919,1501,1,61905,1,13.744,67.311,2.515,1.164,0.288,0
5,1,0,3752,48,97,0,2311,0,1.157,17.844,1.057,0.024,0.047,0
22,0,0,448,5258889,266,0,2520,1,0.719,86.465,0.12,7.314,0.073,0
23,0,0,1025,66054,4172,1,141125,1,32.118,92.519,0.21,2.775,0.668,0
16,0,0,2315,29,0,0,3625,0,1.016,0.0,0.5,0.008,0.0,1
21,0,0,9518,13855,2460,0,3557,0,1.0,74.464,1.302,1.588,0.526,0
22,0,0,995,81,0,0,172,0,0.059,0.0,0.292,0.027,0.0,1
14,1,0,575,35,289,0,448,0,0.676,20.318,0.624,0.051,0.362,0
17,1,0,1487,24,0,0,2121,0,0.79,0.0,0.441,0.009,0.0,1
21,0,0,5762,1908533,1653,1,63104,1,15.097,107.176,0.866,6.126,0.333,0
1,1,0,7215,331,271,0,337,0,0.122,32.542,1.281,0.113,0.093,0
3,0,0,638,1193928,1338,1,9282,1,2.225,100.743,0.142,5.66,0.278,0
6,0,0,0,980,5,0,1381204,0,286.557,12.343,0.0,0.185,0.001,1
13,0,0,564,146,272,1,692,0,0.213,27.994,0.16,0.044,0.08,0
20,0,0,1787,156,539,1,2603,0,0.792,31.812,0.434,0.046,0.152,1
13,1,0,143,776491,175,0,874,1,0.25,70.125,0.04,5.409,0.049,0
10,1,0,16,1,24,1,0,0,0.0,2.231,0.005,0.0,0.007,1
0,1,0,62,49,306,0,105,0,0.116,22.404,0.066,0.053,0.29,1
16,0,0,15608,307,74,1,30045,0,7.202,24.74,1.556,0.071,0.018,0
22,1,0,0,18,0,0,6615,0,2.304,0.0,0.0,0.006,0.0,1
13,0,0,15137,673,264,0,17090,0,6.515,36.342,1.913,0.228,0.096,0
22,1,0,61738,2465,4960,1,55675,0,27.453,66.461,3.448,0.795,1.237,0
4,1,0,1332,7,33,0,1332,0,0.921,7.333,0.653,0.005,0.023,1
21,0,0,514,24378,867,1,50777,1,14.851,68.349,0.14,2.096,0.226,0
16,1,0,381,4554,5110,1,1934,0,0.489,71.934,0.092,0.766,0.829,0
9,1,0,3520,20,37,0,3647,0,2.083,11.075,1.102,0.011,0.021,1
7,0,0,7897,1186,476,1,12779,0,3.219,43.661,1.095,0.261,0.113,0
18,0,0,126763,72012,4943,1,74480,1,18.117,95.135,3.461,2.919,0.79,0
2,1,0,1,3605,1,0,7683,0,5.551,5.677,0.001,1.282,0.001,1
0,0,0,12,3315803,22,1,941,1,0.25,47.077,0.003,6.783,0.006,0
16,0,0,27186,1127,996,1,6441,0,1.551,48.528,2.021,0.24,0.215,0
4,1,0,93989,844,804,1,3329,0,1.254,45.092,3.595,0.276,0.265,0
12,1,0,54443,147,334,0,10461,0,2.583,29.054,2.67,0.036,0.079,0
0,1,0,1622,131,833,0,1328,0,1.019,32.843,0.809,0.096,0.494,1
17,0,0,5796,5639591,29,1,2426,1,0.784,52.873,1.055,7.509,0.009,0
21,0,0,8045,3193682,1521,1,34608,1,9.326,109.746,1.153,6.759,0.343,0
11,0,0,3630,894764,563,0,7690,1,2.084,86.818,0.685,5.495,0.142,0
20,1,0,13,19,19,0,876,0,1.685,8.974,0.025,0.036,0.036,1
5,1,0,2083,314,284,1,670,0,0.358,32.516,0.749,0.155,0.141,0
6,1,0,1770,11889,435,1,45622,1,16.317,57.029,0.49,1.659,0.145,0
15,1,0,8941,22310,7879,1,27012,0,8.166,89.836,1.309,2.047,1.218,0
6,0,0,2143,33,0,0,5115,0,1.399,0.0,0.461,0.009,0.0,1
17,1,0,1049,47,109,0,3013,0,1.088,18.197,0.321,0.017,0.039,1
4,0,0,2049,60,0,0,2781,0,0.762,0.0,0.446,0.016,0.0,1
5,1,1,6,3,0,0,19,0,0.007,0.0,0.002,0.001,0.0,1
1,0,0,11,92194,614,0,476,1,0.146,73.41,0.003,3.374,0.172,0
22,1,0,1632,7,0,0,2043,0,1.839,0.0,0.904,0.006,0.0,1
17,0,0,29739,558,1911,1,17364,0,3.907,47.8,2.04,0.118,0.358,0
13,0,0,6267,3046,2203,1,140824,0,38.143,61.753,0.992,0.602,0.468,0
4,0,0,23792,95366,3993,1,37117,1,8.955,95.078,1.908,3.178,0.675,0
15,0,0,2383,42903,989,0,16620,1,4.59,73.576,0.506,2.553,0.241,0
5,0,0,1079,1202978,850,1,6497,1,1.666,94.452,0.244,5.735,0.197,0
13,0,0,2962,288,209,1,14725,0,4.931,30.299,0.689,0.092,0.068,0
4,1,0,3652,709,169,1,1028,0,0.802,33.718,1.348,0.44,0.124,0
16,0,0,519,119,1178,1,2286,0,0.575,33.859,0.123,0.03,0.26,0
18,0,0,271,228,487,1,10189,0,3.407,33.636,0.087,0.073,0.151,0
19,1,0,4,39,6,0,21005,0,5.338,7.178,0.001,0.01,0.002,1
18,0,0,6692,91259,819,1,75028,0,17.804,76.63,0.951,3.12,0.178,0
23,1,0,121,1,0,0,19,0,0.005,0.0,0.033,0.0,0.0,1
1,0,0,2,114,78,1,4576,0,1.154,20.733,0.001,0.028,0.019,1
20,1,0,11094,3023,895,0,26320,0,11.687,54.481,1.779,0.851,0.335,0
17,1,0,1922,24,172,0,2772,0,1.035,16.588,0.541,0.009,0.062,1
15,1,0,3506,72,375,1,1190,0,0.527,25.441,0.938,0.031,0.154,0
11,0,0,2188,1091320,429,0,33147,1,9.249,84.304,0.477,5.722,0.113,0
