created_at,default_profile,default_profile_image,favourites_count,followers_count,friends_count,geo_enabled,statuses_count,verified,average_tweets_per_day,popularity,favourites_rate,follower_rate,friend_rate,bot_or_not
1,0,0,4,20,0,0,1832,0,1.961,0.0,0.004,0.021,0.0,1
16,1,0,620,1291,526,1,2510,0,1.204,44.898,0.26,0.482,0.225,0
6,0,0,88891,563,379,1,58485,0,16.015,37.631,3.232,0.143,0.099,0
22,0,0,36,104,268,0,6832,0,2.878,26.038,0.015,0.043,0.107,0
3,0,0,5697,531,340,1,10200,0,2.816,36.605,0.945,0.137,0.09,0
21,0,0,5371,887186,402,0,8884,0,2.401,82.16,0.897,5.484,0.103,0
13,0,0,522,20653120,227,1,5220,1,1.432,91.449,0.134,8.642,0.06,0
23,0,0,406,3469065,656,1,19864,1,4.736,97.701,0.092,6.719,0.145,0
18,1,0,93,1863122,3720,0,29661,1,7.279,118.704,0.023,6.127,0.649,0
0,0,0,3708,993,833,1,23284,0,5.52,46.423,0.631,0.211,0.18,0
0,1,0,12,1,0,0,23,0,0.008,0.0,0.004,0.0,0.0,1
20,0,0,238,1746891,473,1,6295,1,1.593,88.557,0.058,6.094,0.113,0
6,0,0,6155,433,0,1,9730,0,2.733,0.0,1.004,0.115,0.0,1
21,0,0,5477,356,1076,1,2391,0,0.787,41.038,1.031,0.111,0.303,0
21,0,0,2504,17248,1157,1,27018,1,8.087,68.82,0.559,1.818,0.297,0
21,1,0,283,14,75,0,56,0,0.078,11.728,0.331,0.019,0.099,0
6,1,0,0,916,0,0,3416,0,1.656,0.0,0.0,0.367,0.0,1
3,1,0,691,13,0,0,76,0,0.021,0.0,0.176,0.004,0.0,1
16,0,0,1300,544,426,1,61393,0,14.919,38.162,0.275,0.124,0.099,0
5,0,0,3406,371,670,1,5546,0,1.657,38.525,0.702,0.105,0.182,0
11,1,0,19680,1128,2533,0,54710,0,20.233,55.091,2.114,0.349,0.661,1
23,0,0,2493,1281675,156,1,20249,1,5.142,71.109,0.49,5.788,0.039,0
4,0,0,8676,11,63,0,1359,0,0.672,10.334,1.666,0.005,0.031,0
22,1,0,22734,606,276,1,87498,0,33.744,36.042,2.279,0.21,0.101,0
23,0,0,2115,119,154,1,2400,0,0.526,24.145,0.381,0.026,0.033,1
7,1,0,10488,652889,3404,0,26911,0,7.184,108.894,1.335,5.166,0.646,0
22,0,0,3342,930,926,1,107082,0,26.757,46.705,0.607,0.209,0.208,1
20,0,0,4146,64,146,0,4174,0,1.095,20.832,0.736,0.017,0.038,1
22,1,0,1830,69,72,1,610,0,0.152,18.228,0.377,0.017,0.018,0
13,0,0,20,7782,24,1,1091,0,0.372,28.84,0.007,1.296,0.008,0
0,0,0,466,2437,2372,1,25620,0,7.424,60.613,0.127,0.534,0.523,0
18,0,0,2592,60,94,0,3825,0,1.0,18.72,0.517,0.016,0.024,1
9,0,0,363,110265,29254,1,213581,0,86.575,119.402,0.137,3.822,2.554,1
21,0,0,27,99,0,0,994,0,0.345,0.0,0.009,0.034,0.0,0
15,0,0,18,23,28,0,2989,0,0.894,10.701,0.005,0.007,0.008,0
1,0,0,1705,899,890,1,29433,0,9.059,46.204,0.422,0.244,0.242,0
0,0,0,1232,245,487,0,4059,0,2.632,34.08,0.587,0.147,0.274,0
20,0,0,69307,1107,2220,1,12086,0,2.907,54.019,2.872,0.236,0.428,0
2,1,0,0,2,0,0,6,0,0.005,0.0,0.0,0.002,0.0,0
1,0,0,1604,12,0,0,1637,0,0.735,0.0,0.542,0.005,0.0,1
21,0,0,63554,647,84,1,72809,0,24.54,28.761,3.11,0.197,0.028,0
22,1,0,43122,1011,898,1,17869,0,7.15,47.063,2.904,0.34,0.307,0
1,0,0,6031,876,436,0,9703,0,3.086,41.201,1.071,0.246,0.13,0
0,1,0,128387,635,4985,1,35540,0,8.78,54.962,3.488,0.146,0.803,0
1,1,0,3263,1542503,638,1,883,1,0.502,92.047,1.049,6.777,0.309,0
19,1,0,43324,2886,1300,1,66089,0,21.733,57.137,2.724,0.667,0.356,0
18,0,0,7795,5183711,4731,1,44987,1,12.09,130.833,1.13,7.24,0.82,0
12,0,0,0,6986,1,0,19027,0,23.175,6.136,0.0,2.252,0.001,1
0,1,0,1123,5,16,0,1722,0,0.533,5.076,0.298,0.002,0.005,1
10,0,0,7198,231643,1979,1,12226,1,2.996,93.769,1.017,4.056,0.395,0
21,1,0,2323,21,358,0,2029,0,2.858,18.186,1.452,0.029,0.408,0
5,0,0,16655,398358,548,1,14670,1,3.734,81.344,1.656,4.629,0.131,0
13,0,0,2175,79,166,0,4957,0,1.187,22.427,0.419,0.019,0.039,1
22,1,1,2,0,0,0,409,0,0.172,0.0,0.001,0.0,0.0,0
0,0,0,446010,1577476,3390,1,63221,1,15.085,116.01,4.677,5.933,0.593,0
6,1,0,98,2,0,0,7,0,0.002,0.0,0.034,0.001,0.0,1
22,0,0,1887,29,99,1,5521,0,1.508,15.663,0.416,0.008,0.027,0
20,0,0,28762,169,509,1,23440,0,10.317,32.019,2.614,0.072,0.202,0
13,1,0,154,6,0,0,29,0,0.009,0.0,0.046,0.002,0.0,1
2,1,0,19,0,0,0,144,0,0.125,0.0,0.016,0.0,0.0,1
17,0,0,1623,1014246,489,1,74304,1,17.785,85.667,0.328,5.496,0.111,0
2,1,0,103,5,0,0,28,0,0.013,0.0,0.048,0.002,0.0,1
11,1,0,545,55,56,0,853,0,0.263,16.275,0.155,0.017,0.017,1
18,0,0,2832,797,338,1,35004,0,8.731,38.93,0.534,0.181,0.081,0
13,0,0,4797,81452,723,0,198519,1,44.883,74.459,0.735,2.966,0.151,0
3,0,0,476,411289,418,0,12934,0,3.516,78.052,0.122,4.726,0.108,0
21,0,0,6626,681,185,1,10450,0,3.0,34.098,1.066,0.179,0.052,0
4,1,0,20824,1358,490,1,37295,0,20.019,44.704,2.5,0.548,0.234,0
16,0,0,3684,1038705,913,1,11354,1,2.807,94.451,0.647,5.552,0.204,0
21,0,0,46454,4003,1810,1,17177,1,5.059,62.226,2.687,0.779,0.427,0
16,0,0,25125,11231,1054,1,9128,0,2.159,64.925,1.938,1.297,0.223,0
17,0,0,0,27,0,0,1306,0,1.787,0.0,0.0,0.036,0.0,1
18,1,0,45048,2823,720,1,27785,0,17.857,52.289,3.4,1.035,0.38,0
16,0,0,7485,438856,5902,0,27809,1,6.727,112.812,1.033,4.674,0.887,0
15,0,0,22511,2130,76,0,63232,0,33.796,33.292,2.567,0.76,0.04,0
13,1,0,21291,921,2211,1,13538,0,3.664,52.576,1.911,0.223,0.469,0
16,0,0,2891,540,166,1,2532,0,0.586,32.21,0.512,0.118,0.038,0
2,1,0,5226,225,268,1,2531,0,1.24,30.326,1.27,0.105,0.123,0
20,0,0,23913,609,0,1,42758,0,13.488,0.0,2.145,0.176,0.0,1
17,1,0,5,8199,134,0,569,1,0.184,44.206,0.002,1.295,0.042,0
15,0,0,7134,399,365,1,3900,0,1.787,35.365,1.451,0.168,0.155,0
6,1,0,108198,2183,1697,1,62546,0,22.869,57.184,3.703,0.587,0.483,0
12,1,0,77,0,0,0,164,0,0.114,0.0,0.052,0.0,0.0,0
22,1,0,105198,666,326,1,113770,0,42.09,37.651,3.687,0.22,0.114,0
17,0,0,17133,1281,4696,0,33999,0,11.696,60.503,1.931,0.365,0.961,0
21,0,0,8794,5905,1940,1,15063,1,3.731,65.744,1.156,0.901,0.392,0
3,0,0,1600,176,271,0,1393,0,0.453,29.016,0.419,0.056,0.085,0
4,0,0,4069,337,241,0,6823,0,2.556,31.962,0.926,0.119,0.086,0
14,1,0,1022,1784,231,0,3281,0,0.929,40.781,0.254,0.409,0.063,0
21,0,0,2727,2831,1482,0,4796,1,1.157,58.04,0.506,0.521,0.306,0
17,0,0,8083,51428,60365,0,3157,0,2.288,119.416,1.925,3.645,3.801,1
2,1,0,1935,21,280,0,3399,0,1.167,17.428,0.509,0.007,0.092,0
14,1,1,0,27,95,1,8829,0,3.67,15.209,0.0,0.011,0.039,1
8,0,0,4112,29743,634,1,14964,0,3.628,66.475,0.692,2.105,0.143,0
1,1,0,16394,140,230,0,5770,0,5.269,26.933,2.771,0.12,0.191,0
23,0,0,842,2469072,474,0,8201,1,2.167,90.72,0.201,6.482,0.118,0
18,1,0,826,5,68,0,1216,0,0.44,7.587,0.262,0.002,0.024,1
18,0,0,0,52,59,0,3724,0,0.931,16.256,0.0,0.013,0.015,0
10,0,0,0,7021466,1133,0,37788,1,9.112,110.88,0.0,7.435,0.242,0
15,1,0,595,59,100,0,122,0,0.151,18.896,0.552,0.07,0.117,0
10,0,0,4042,112951,811,1,27722,1,6.823,77.947,0.691,3.36,0.182,0
23,1,0,0,209,1,0,32807,0,18.865,3.706,0.0,0.113,0.001,1
19,0,0,8536,1976,925,1,94881,0,24.805,51.842,1.173,0.416,0.217,0
1,0,0,2637,1277647,466,1,63068,1,15.193,86.421,0.492,5.733,0.106,0
18,0,0,14220,767,436,1,15979,0,5.373,40.394,1.755,0.229,0.137,0
2,1,0,142427,13440,4791,1,21134,0,20.243,80.561,4.923,2.63,1.721,0
10,0,0,5109,657,857,0,10945,0,2.807,43.832,0.837,0.156,0.199,0
2,0,0,10288,2401,1445,0,5695,0,1.903,56.641,1.49,0.589,0.394,0
23,1,0,33137,49,779,0,2637,0,0.66,26.051,2.229,0.012,0.178,0
2,0,0,12268,331,645,1,5087,0,1.236,37.564,1.381,0.077,0.146,0
23,0,0,3945,570,1133,0,21401,0,5.695,44.644,0.718,0.141,0.264,0
14,1,0,5221,282977,249684,1,231165,0,83.123,156.01,1.057,4.632,4.508,1
17,0,0,9135,954455,1426,1,28654,1,7.631,100.008,1.233,5.542,0.322,0
2,1,0,1225,10,0,0,1225,0,0.838,0.0,0.609,0.007,0.0,1
6,0,0,14610,51735,3488,1,19835,1,6.0,88.539,1.69,2.812,0.72,0
1,1,0,70,1,0,0,193,0,0.134,0.0,0.047,0.001,0.0,0
12,0,0,9100,5002,3181,1,10968,1,2.505,68.698,1.124,0.762,0.546,0
19,0,0,182,490,1094,0,1558,0,0.621,43.366,0.07,0.178,0.362,0
1,0,0,36,2056697,106,0,732,1,0.304,67.927,0.015,6.752,0.043,0
21,0,0,1820,1832,560,1,5782,1,1.412,47.56,0.368,0.37,0.128,0
14,0,0,46925,766,512,1,19904,0,8.635,41.451,3.061,0.287,0.201,0
0,1,0,1,0,1,0,1,0,0.001,0.0,0.001,0.0,0.001,0
17,0,0,7967,501,441,1,8698,0,2.557,37.879,1.207,0.137,0.122,0
17,1,0,6436,196701,24,1,26078,0,8.882,39.236,1.161,4.219,0.008,0
13,1,0,20,711342,361,0,5873,0,1.907,79.389,0.006,5.447,0.111,0
19,1,0,21797,456,1608,0,10047,0,6.562,45.221,2.724,0.261,0.718,0
23,0,0,9927,6909,8045,1,19949,0,8.06,79.504,1.612,1.333,1.447,1
22,0,0,1265,102,0,0,2532,0,0.769,0.0,0.325,0.031,0.0,0
2,1,0,2347,33,0,0,3170,0,1.001,0.0,0.554,0.01,0.0,1
5,0,0,172,1547851,167,0,2872,1,0.754,73.029,0.044,6.01,0.043,0
13,0,0,8,132,236,0,7,0,0.004,26.741,0.005,0.076,0.132,1
18,0,0,1001,652543,51,1,18086,1,4.664,52.902,0.23,5.131,0.013,0
9,1,0,1702,20,39,0,3147,0,1.797,11.231,0.679,0.011,0.022,1
1,1,0,12,42,10,0,41283,0,23.877,9.019,0.007,0.024,0.006,1
20,0,0,231,133,621,0,2113,0,0.515,31.508,0.055,0.032,0.141,0
21,0,0,17365,340,339,1,65249,0,21.57,33.994,1.908,0.107,0.106,0
22,0,0,20207,39155,32549,1,13994,0,3.296,109.883,1.751,2.325,2.159,0
20,0,0,9042,608115,2541,0,11713,0,3.139,104.423,1.23,5.1,0.519,0
15,1,0,5647,4328,2790,1,13831,1,3.801,66.433,0.937,0.784,0.569,0
10,0,0,2334,1046802,67,0,17557,0,4.328,58.488,0.454,5.557,0.016,0
2,1,0,54859,379,579,0,10876,0,5.521,37.797,3.362,0.176,0.258,0
17,1,0,6551,1115193,58,1,12277,1,3.262,56.778,1.008,5.695,0.015,0
17,0,0,61,2262100,16,0,753,1,0.202,41.455,0.016,6.408,0.004,0
6,1,0,698,71,93,1,768,0,0.367,19.43,0.288,0.033,0.043,0
10,1,0,98,5,81,0,18,0,0.01,7.896,0.055,0.003,0.046,1
14,0,0,16506,135384,137307,1,42368,0,12.341,139.782,1.759,3.7,3.713,1
2,0,0,83599,961,535,1,70414,0,20.176,43.166,3.217,0.243,0.143,0
3,1,0,12901,58,240,0,1251,0,0.728,22.364,2.141,0.033,0.131,0
3,0,0,5242,49,30,1,4621,0,1.128,13.434,0.824,0.012,0.007,0
14,1,0,1325,6,7,0,1905,0,0.509,4.046,0.303,0.002,0.002,1
17,0,0,78,28473,55,1,864,0,0.207,41.287,0.018,2.055,0.013,0
21,1,0,316,36,17,0,466,0,0.155,10.437,0.1,0.012,0.006,0
23,0,0,2635,272,315,0,1060,0,0.289,32.287,0.542,0.072,0.082,0
18,0,0,268183,727136,6918,1,200999,1,44.676,119.34,4.104,5.091,0.931,0
15,1,0,95,45,0,1,1037,0,0.364,0.0,0.033,0.016,0.0,0
18,1,0,1759,44,430,1,1190,0,0.357,23.092,0.424,0.013,0.121,0
22,0,0,11651,1683689,878,0,9726,1,2.456,97.184,1.372,6.055,0.2,0
16,1,0,15107,6088449,105,1,8595,1,2.664,72.852,1.737,7.543,0.032,0
6,0,0,25310,66,681,0,11708,0,7.083,27.436,2.792,0.039,0.345,0
10,1,0,961,19,67,1,1538,0,0.377,12.641,0.211,0.005,0.016,1
19,0,0,30,834612,14862,1,33135,1,8.066,130.984,0.007,5.319,1.53,0
6,1,0,3447,124,152,0,3425,0,1.278,24.289,0.827,0.045,0.055,0
2,0,0,12089,440,1774,0,23830,0,5.427,45.556,1.323,0.095,0.339,0
5,1,0,18051,10856,54,0,26982,0,13.787,37.238,2.325,1.879,0.027,0
16,0,0,4774,62,340,1,3631,0,1.113,24.162,0.902,0.019,0.099,1
14,1,0,4498,13814,150,0,59,0,0.018,47.832,0.851,1.633,0.044,0
23,0,0,2266,457,110,1,5632,0,2.159,28.855,0.625,0.161,0.041,0
8,1,0,69,0,0,0,168,0,0.116,0.0,0.047,0.0,0.0,0
9,1,0,983,7,5,0,1446,0,0.464,3.726,0.274,0.002,0.002,1
9,1,0,392,0,0,0,710,0,0.559,0.0,0.269,0.0,0.0,0
2,0,0,0,6025,163,1,4532,0,2.184,44.388,0.0,1.362,0.076,0
14,0,0,10,57402,465,0,7368,0,1.779,67.327,0.002,2.699,0.106,0
9,1,0,58,2,4,0,9,0,0.003,1.768,0.019,0.001,0.001,1
2,1,0,4053,95,686,1,2301,0,3.259,29.816,1.908,0.126,0.679,0
2,1,0,8078,136,938,1,2507,0,2.023,33.676,2.018,0.104,0.564,0
15,1,0,2327,114,158,0,4279,0,1.587,24.052,0.622,0.041,0.057,1
20,0,0,5808,2999,3789,1,8876,0,3.079,65.973,1.103,0.713,0.839,0
10,0,0,27313,2584598,511,1,1796,1,0.402,92.109,1.962,6.362,0.108,0
9,0,0,9023,1268055,822,0,262,1,0.07,94.337,1.228,5.83,0.199,0
19,1,0,2135,26,0,0,3841,0,1.089,0.0,0.473,0.007,0.0,1
16,1,0,1332,13,10,0,1333,0,0.912,6.328,0.648,0.009,0.007,1
13,0,0,77763,1202220,10523,1,45191,1,10.848,129.657,2.979,5.668,1.26,0
21,0,0,261,3346481,1437,1,7721,1,1.853,109.235,0.061,6.69,0.296,0
2,1,0,21866,534,564,1,1999,0,0.907,39.81,2.39,0.217,0.228,0
23,0,0,4924,1884,2,1,31616,0,11.762,8.285,1.041,0.531,0.001,0
20,1,0,2930,296,1656,1,4597,0,1.102,42.206,0.532,0.069,0.334,0
18,1,0,115,0,0,0,216,0,0.149,0.0,0.077,0.0,0.0,0
21,1,0,10786,247214,993,1,24406,1,7.087,85.706,1.419,4.287,0.253,0
1,0,0,5011,2292,664,1,357,1,0.113,50.293,0.951,0.546,0.191,0
11,0,0,2431,28,101,0,13399,0,4.701,15.574,0.617,0.01,0.035,1
18,0,0,1044,2116719,737,1,19799,1,4.761,96.189,0.224,6.234,0.163,0
19,0,0,76519,1817876,6068,1,85520,1,21.439,125.552,3.005,6.124,0.925,0
17,0,0,16795,15018,400,1,14795,1,3.972,57.644,1.706,1.616,0.102,0
6,0,0,2001,48,199,0,1068,0,1.107,20.62,1.123,0.049,0.187,0
11,1,0,8303,1137,4673,0,12991,0,7.597,59.461,1.767,0.51,1.317,1
15,1,0,10,871,9,0,26822,0,21.153,15.59,0.008,0.523,0.007,1
21,0,0,35925,59528,960,1,89685,0,26.876,75.508,2.465,2.936,0.253,0
20,1,0,13180,3350,3819,0,9182,0,12.243,66.949,2.922,1.699,1.807,0
19,0,0,1743,133266,938,0,66391,0,20.504,80.77,0.431,3.741,0.254,1
19,1,0,308,0,0,0,409,0,0.117,0.0,0.085,0.0,0.0,1
6,1,0,962,2,22,0,1500,0,1.166,3.445,0.558,0.002,0.017,1
12,1,0,230,6,0,0,45,0,0.022,0.0,0.104,0.003,0.0,1
0,0,0,6,771637,32,1,1257,1,0.265,47.4,0.001,5.096,0.007,0
8,0,0,122194,538,658,1,8487,0,2.31,40.825,3.534,0.137,0.165,1
13,0,0,1501,763,938,1,2599,0,0.585,45.44,0.291,0.158,0.191,0
23,0,0,501,5859335,986,0,7413,1,2.148,107.443,0.136,7.438,0.251,0
15,0,0,15485,125317,44026,1,12522,1,3.197,125.516,1.6,3.496,2.505,1
13,0,0,13,241,304,0,10818,0,2.659,31.398,0.003,0.058,0.072,0
16,0,0,5859,1233,503,0,227738,0,56.722,44.292,0.9,0.268,0.118,0
9,0,0,13557,1217,693,0,47221,0,13.121,46.484,1.562,0.291,0.176,0
15,1,0,1290,2,26,0,1858,0,0.611,3.621,0.354,0.001,0.009,1
19,1,0,1072,51705,1061,1,5080,0,2.48,75.625,0.421,3.268,0.417,0
4,1,0,114,63,188,0,281,0,0.089,21.8,0.036,0.02,0.058,0
16,0,0,70,739,0,0,3547,0,1.199,0.0,0.023,0.223,0.0,1
15,1,0,4175,81,343,1,4120,0,1.0,25.738,0.7,0.019,0.08,0
18,1,0,5201,57,307,0,2726,0,0.809,23.267,0.933,0.017,0.087,0
0,0,0,10127,145,127,1,24212,0,7.985,24.181,1.468,0.047,0.041,0
3,1,0,19,0,0,0,176,0,0.152,0.0,0.016,0.0,0.0,1
23,0,0,0,1625,0,0,581,0,0.737,0.0,0.0,1.119,0.0,1
15,1,0,42907,324,499,0,12266,0,10.565,35.944,3.636,0.246,0.358,0
15,0,0,336,60072,322,1,11124,1,2.687,63.573,0.078,2.741,0.075,0
6,1,0,35541,698,788,1,15535,0,10.504,43.691,3.22,0.387,0.427,0
9,0,0,10,744733,10,0,13209,0,4.171,32.421,0.003,5.464,0.003,0
2,0,0,9802,968,720,1,33952,0,10.412,45.25,1.388,0.26,0.199,0
22,0,0,31,76676,101,0,425,1,0.142,52.019,0.01,3.283,0.033,0
12,1,0,27,38,169,0,119684,0,60.203,18.815,0.013,0.019,0.082,1
13,0,0,25,61144,908,1,8066,0,2.506,75.079,0.008,2.995,0.248,0
21,1,0,5789,1121,445,1,3962,0,1.622,42.842,1.215,0.378,0.167,0
22,0,0,2258,4,3,0,3128,0,1.113,2.231,0.59,0.001,0.001,1
15,0,0,139,83,0,1,796,0,0.256,0.0,0.044,0.026,0.0,1
20,0,0,3896,277,281,1,24235,0,7.436,31.751,0.786,0.082,0.083,0
18,0,0,13530,210232,73053,0,45098,0,12.524,137.254,1.56,4.084,3.058,0
20,0,0,554,27,455,0,747,0,0.221,20.401,0.152,0.008,0.126,1
18,0,0,102087,1333324,245,0,52233,0,17.114,77.643,3.539,6.082,0.077,0
2,1,0,1614,647,1952,1,40154,0,12.735,49.053,0.413,0.187,0.482,0
15,1,0,2173,39,0,0,2915,0,0.813,0.0,0.474,0.011,0.0,0
6,0,0,57285,261,161,1,55318,0,20.035,28.329,3.08,0.09,0.057,0
23,0,0,4,659758,110,0,22225,1,5.56,63.106,0.001,5.112,0.027,0
17,1,1,1731,9,0,0,1730,0,0.751,0.0,0.56,0.004,0.0,0
4,0,0,30632,73991,1443,0,11790,1,2.82,81.567,2.119,2.928,0.296,0
15,0,0,2,39,0,1,175,0,0.043,0.0,0.0,0.01,0.0,0
6,1,0,169,3,0,0,29,0,0.008,0.0,0.046,0.001,0.0,1
7,1,0,176,1,196,0,27,0,0.018,3.662,0.11,0.001,0.122,1
16,0,0,5084,2149,1070,1,15393,0,3.394,53.531,0.752,0.388,0.212,0
6,1,0,36,0,8,0,42,0,0.033,0.0,0.028,0.0,0.006,0
19,1,0,442,16,0,0,81,0,0.022,0.0,0.115,0.004,0.0,1
3,0,0,4028,299,185,1,900,0,0.511,29.807,1.19,0.157,0.1,0
5,1,0,114,3,1,0,20,0,0.014,0.961,0.079,0.002,0.001,1
14,0,0,3032,358972,2061,0,9993,1,2.593,97.614,0.58,4.545,0.428,0
2,0,0,234,121,164,1,1348,0,0.345,24.529,0.058,0.031,0.041,0
22,0,0,15175,213108,2059,1,15602,1,3.768,93.622,1.54,3.96,0.404,0
12,0,0,1463,18957693,573,1,283096,1,68.43,106.456,0.303,8.43,0.13,1
12,0,0,24134,76092,3363,0,91547,1,26.886,91.276,2.09,3.15,0.687,0
19,0,0,5422,46687,4078,1,19161,1,4.994,89.382,0.881,2.578,0.724,0
3,1,0,1596,24,105,1,3822,0,1.016,15.011,0.354,0.006,0.028,1
20,1,0,46856,239,279,1,4910,0,2.0,30.882,3.0,0.093,0.108,0
19,0,0,899,7,1700,0,1074,0,0.479,15.469,0.337,0.003,0.565,1
18,1,0,1168,8,49,0,1648,0,1.036,8.596,0.551,0.005,0.03,1
3,0,0,726,670715,502612,1,8564,1,2.362,176.121,0.183,5.226,4.939,0
15,1,0,47,233,520,0,633,0,0.325,34.127,0.024,0.113,0.237,1
3,0,0,94,606,106,1,1205,0,0.289,29.946,0.022,0.136,0.025,0
12,0,0,31092,287,655,1,5924,0,1.995,36.731,2.44,0.092,0.199,0
8,0,0,0,471,2,0,1831,0,1.429,6.764,0.0,0.313,0.002,1
23,0,0,106,35,295,0,334,0,0.102,20.392,0.032,0.011,0.087,0
16,1,0,873,251703,1960,0,13512,0,3.742,94.28,0.217,4.259,0.434,0
9,0,0,16424,114610,3542,1,29667,1,7.243,95.207,1.611,3.367,0.623,0
19,1,0,415,92,289,1,1365,0,0.458,25.699,0.13,0.03,0.093,0
11,1,0,1616,37971,41215,0,21568,0,7.048,112.053,0.424,2.596,2.672,1
19,1,0,964,306081,433,0,33531,1,7.942,76.712,0.206,4.297,0.098,0
23,1,1,0,3,2,0,253,0,0.074,1.523,0.0,0.001,0.001,1
13,1,0,941,210,162,1,1254,0,0.306,27.261,0.206,0.05,0.039,0
14,0,0,52,92,1539,1,723,0,0.18,33.267,0.013,0.023,0.324,0
14,0,0,1238,11,48,0,1847,0,0.893,9.671,0.469,0.005,0.023,1
7,0,0,35883,3267,76,1,43429,0,23.064,35.15,2.999,1.006,0.04,0
23,1,0,8607,133,906,0,6325,0,2.85,33.355,1.585,0.058,0.342,0
2,0,0,14453,124019,6585,0,58173,1,15.273,103.123,1.567,3.513,1.004,0
5,1,0,0,900,4105,0,80,0,0.075,56.607,0.0,0.612,1.578,1
18,0,0,1164,421725,119489,0,85918,1,27.609,151.423,0.318,4.916,3.674,0
22,0,0,25878,170,90,0,4230,0,1.416,23.193,2.268,0.055,0.03,0
0,0,0,1005,18,13,0,1449,0,0.407,7.771,0.249,0.005,0.004,1
18,1,0,520,58,241,1,256,0,0.139,22.381,0.248,0.031,0.123,0
8,0,0,13827,80611,272,1,103544,1,25.236,63.372,1.475,3.028,0.064,0
12,1,0,1,10,2,0,965,0,0.497,2.634,0.001,0.005,0.001,1
17,1,0,0,95,6,0,3171,0,1.292,8.882,0.0,0.038,0.002,1
22,0,0,1792,1801048,106,1,918,1,0.539,67.307,0.719,6.964,0.06,0
18,1,0,12,0,0,0,227,0,0.179,0.0,0.009,0.0,0.0,1
18,1,0,0,0,1,0,1,0,0.001,0.0,0.0,0.0,0.001,0
4,0,0,604,3610,163,1,7148,0,1.739,41.777,0.137,0.63,0.039,0
17,0,0,4377,9,179,0,1628,0,0.918,11.957,1.244,0.005,0.096,1
10,0,0,60,1215,1750,1,8406,0,2.016,53.047,0.014,0.256,0.35,0
10,0,0,105,587,37,0,4645,0,2.925,23.196,0.064,0.315,0.023,1
4,1,0,33192,315,1698,1,7352,0,1.769,42.81,2.196,0.073,0.343,0
10,1,0,105,2,94,0,17,0,0.006,5.003,0.034,0.001,0.03,1
17,1,0,6636,1418,619,0,2803,0,1.855,46.665,1.685,0.662,0.343,0
7,1,0,648,1734880,129,1,3670,1,1.111,69.929,0.179,6.266,0.038,0
18,0,0,182,276728,661,1,70299,0,17.548,81.391,0.044,4.25,0.153,0
14,1,1,1270,27,166,0,6381,0,2.328,17.054,0.381,0.01,0.059,1
14,0,0,7932,4149656,1026,1,16678,1,4.079,105.67,1.078,6.923,0.224,0
16,1,0,28338,11776,748,1,32587,0,13.831,62.043,2.567,1.791,0.276,0
6,1,0,4621,89,170,1,2565,0,0.611,23.137,0.742,0.021,0.04,0
12,0,0,292,937580,111,1,2113,1,0.624,64.884,0.083,5.627,0.032,0
20,0,0,36308,1260,1170,0,12212,0,2.895,50.446,2.263,0.261,0.245,0
4,0,0,1599,1084,2384,1,21693,0,7.075,54.356,0.42,0.303,0.575,0
12,0,0,946,1004,622,0,1463,0,0.764,44.48,0.401,0.421,0.281,1
18,1,0,2423,85,43,0,3517,0,0.847,16.856,0.46,0.02,0.01,1
23,1,0,25712,6216,182,1,18230,0,7.183,45.505,2.41,1.238,0.069,0
16,1,0,3706,32528,255,0,9864,1,8.992,57.614,1.477,3.423,0.209,0
16,0,0,3747,601,187,1,129220,0,53.068,33.515,0.932,0.221,0.074,0
4,1,0,1436,64,0,0,250,0,0.113,0.0,0.5,0.028,0.0,1
22,0,0,15552,1803,1072,1,94205,0,41.427,52.321,2.059,0.584,0.386,1
14,0,0,7535,26320,28890,1,19185,0,4.278,104.542,0.986,1.927,2.007,0
17,0,0,8100,112314,127,1,13694,1,3.585,56.425,1.138,3.414,0.033,0
19,0,0,3146,6181,992,1,13003,1,3.114,60.239,0.562,0.908,0.213,0
15,0,0,2278,54,306,1,3314,0,0.954,22.949,0.504,0.015,0.084,1
2,1,0,1243,27,0,0,1869,0,0.5,0.0,0.287,0.007,0.0,1
21,0,0,1912,68,572,1,618,0,0.23,26.89,0.537,0.025,0.193,0
21,0,0,1677,161,110,0,7769,0,1.868,23.96,0.339,0.038,0.026,0
1,1,0,157,5,0,0,36,0,0.019,0.0,0.081,0.003,0.0,1
5,1,0,19500,463,417,1,11678,0,5.824,37.057,2.373,0.208,0.189,0
6,1,0,43739,849,415,1,25062,0,13.939,40.678,3.232,0.387,0.208,0
19,0,0,418,21958,0,0,1902,0,0.609,0.0,0.126,2.083,0.0,0
13,1,0,67904,1768,2761,1,41113,0,12.331,59.255,3.062,0.425,0.603,0
22,1,0,6,602,95,1,6776,0,1.562,29.221,0.001,0.13,0.022,0
3,0,0,4058,670,1090,0,8701,0,2.511,45.528,0.775,0.177,0.274,0
10,1,0,1668,13,57,0,2130,0,0.674,10.716,0.424,0.004,0.018,1
13,1,0,9283,48,141,1,7384,0,3.955,19.287,1.787,0.025,0.073,0
9,0,0,32,1819495,41,1,11589,1,3.798,53.875,0.01,6.393,0.013,0
18,1,0,8991,1054,849,0,21359,0,8.124,46.956,1.486,0.337,0.28,0
18,0,0,40531,1789,838,1,63438,0,30.368,50.424,3.016,0.619,0.337,0
